index,chartType,qNum,question,answer,qType,qaInput,response,time,correct,qType_simple,expType,LLM
3472,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,0.4330120086669922,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3307,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,0.6186110973358154,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
1329,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,0.5155117511749268,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
1293,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,132,0.5605020523071289,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
59,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$34-$62,0.6008617877960205,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
2492,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$34-$62,0.6969137191772461,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
561,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,0.611443043,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
769,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$34-$62,0.5477137565612793,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3289,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,122,0.4475800991058349,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
4150,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Varied,0.6244900226593018,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
1856,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$1-$2,0.5362019538879395,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3391,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,500,0.7379918098449707,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
4174,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,0.5014829635620117,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
4962,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Varied.,0.5101680755615234,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
45,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Variable,0.424706221,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
4588,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Variable,0.5088808536529541,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
6130,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Unclear.,0.5595107078552246,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
1681,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$1.47-$3.76,1.1243278980255127,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
869,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,318,0.4648408889770508,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3205,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$1.00-$2.00,0.7319550514221191,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
5128,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,127,0.4402618408203125,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
1798,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$1.30-$1.60,0.8534908294677734,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
2285,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Increasing,0.9208900928497314,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
6005,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$30-$60,0.519477129,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
360,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,0.4311161041259765,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
2291,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$34-$62,0.5134000778198242,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
1341,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Unknown.,0.5074179172515869,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
2730,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Variable.,0.4477341175079345,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3096,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,0.845024824,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
1870,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Increasing.,0.4390783309936523,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
1596,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Overweight.,0.6126620769500732,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
4399,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Variable.,0.4961557388305664,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3013,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,0.5760259628295898,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
6273,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$34-$62,0.5616340637207031,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
2914,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Unknown,0.4900002479553222,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
6213,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$30-$60,0.5042140483856201,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
2184,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,0.4382941722869873,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
1877,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,0.5118758678436279,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
5602,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,664,0.8078982830047607,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
1440,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$1.18-$2.19,0.6887381076812744,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
4994,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$30-$60,0.5571131706237793,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
2029,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$1.20 ,0.7618989944458008,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
6067,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$1-$2.,0.9654898643493652,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3110,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Unpredictable.,0.5051658153533936,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
2086,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,280,0.8984949588775635,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3168,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Variable.,0.7637197971343994,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
1533,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Incomplete.,0.6755530834197998,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
6026,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$34-$62,0.541665792,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
5075,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$30-$60,0.7966527938842773,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3637,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Increasing,0.7919900417327881,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
210,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Varied,0.5091121196746826,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
5015,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Variable,0.4300160408020019,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
